"","x"
"1",0.1
"2",0.1
"3",0.133333333333333
"4",0.0333333333333333
"5",0.166666666666667
"6",0.166666666666667
"7",0.2
"8",0.166666666666667
"9",0.0333333333333333
"10",0.366666666666667
"11",0.0666666666666667
"12",0.133333333333333
"13",0.2
"14",0.0666666666666667
"15",0.1
"16",0.2
"17",0.1
"18",0.233333333333333
"19",0.1
"20",0.133333333333333
"21",0.233333333333333
"22",0.166666666666667
"23",0.166666666666667
"24",0.133333333333333
"25",0.1
"26",0.2
"27",0.133333333333333
"28",0.266666666666667
"29",0.1
"30",0.133333333333333
"31",0.2
"32",0.133333333333333
"33",0.2
"34",0.166666666666667
"35",0.1
"36",0.233333333333333
"37",0.233333333333333
"38",0.233333333333333
"39",0.0333333333333333
"40",0.1
"41",0.2
"42",0.2
"43",0.0666666666666667
"44",0.266666666666667
"45",0.1
"46",0.2
"47",0.233333333333333
"48",0.133333333333333
"49",0.2
"50",0.133333333333333
"51",0.2
"52",0.166666666666667
"53",0.3
"54",0.233333333333333
"55",0.133333333333333
"56",0.3
"57",0.0666666666666667
"58",0.133333333333333
"59",0.1
"60",0.0666666666666667
"61",0.1
"62",0.1
"63",0.1
"64",0.166666666666667
"65",0
"66",0.166666666666667
"67",0.166666666666667
"68",0.0333333333333333
"69",0.133333333333333
"70",0.2
"71",0.133333333333333
"72",0.1
"73",0.133333333333333
"74",0.133333333333333
"75",0.2
"76",0.0333333333333333
"77",0.1
"78",0.2
"79",0.1
"80",0.0666666666666667
"81",0.1
"82",0.233333333333333
"83",0.1
"84",0.3
"85",0.1
"86",0.1
"87",0.133333333333333
"88",0.2
"89",0.2
"90",0.1
"91",0.1
"92",0.3
"93",0.166666666666667
"94",0.0333333333333333
"95",0.0666666666666667
"96",0.166666666666667
"97",0.2
"98",0.0666666666666667
"99",0.0666666666666667
"100",0.1
"101",0.166666666666667
"102",0.333333333333333
"103",0.2
"104",0.0333333333333333
"105",0.166666666666667
"106",0.0666666666666667
"107",0.166666666666667
"108",0.2
"109",0.2
"110",0.133333333333333
"111",0.233333333333333
"112",0.1
"113",0.166666666666667
"114",0.2
"115",0.266666666666667
"116",0.166666666666667
"117",0.1
"118",0.133333333333333
"119",0.2
"120",0
"121",0.266666666666667
"122",0.0666666666666667
"123",0.166666666666667
"124",0.1
"125",0.133333333333333
"126",0.233333333333333
"127",0.0333333333333333
"128",0.133333333333333
"129",0.2
"130",0.2
"131",0.133333333333333
"132",0.2
"133",0.2
"134",0.1
"135",0.133333333333333
"136",0.0666666666666667
"137",0.1
"138",0.1
"139",0.1
"140",0.0333333333333333
"141",0.1
"142",0.1
"143",0.133333333333333
"144",0.266666666666667
"145",0.166666666666667
"146",0.1
"147",0.133333333333333
"148",0.166666666666667
"149",0.233333333333333
"150",0.2
"151",0.233333333333333
"152",0.166666666666667
"153",0.1
"154",0.2
"155",0.166666666666667
"156",0.133333333333333
"157",0.133333333333333
"158",0.0333333333333333
"159",0.133333333333333
"160",0.166666666666667
"161",0.133333333333333
"162",0.1
"163",0.1
"164",0.166666666666667
"165",0.1
"166",0.166666666666667
"167",0.0666666666666667
"168",0.1
"169",0.133333333333333
"170",0.166666666666667
"171",0.166666666666667
"172",0.233333333333333
"173",0.133333333333333
"174",0.0666666666666667
"175",0.233333333333333
"176",0.2
"177",0.0666666666666667
"178",0.0666666666666667
"179",0.0333333333333333
"180",0.1
"181",0.133333333333333
"182",0.133333333333333
"183",0.133333333333333
"184",0.166666666666667
"185",0.233333333333333
"186",0.0666666666666667
"187",0.166666666666667
"188",0.0666666666666667
"189",0.0333333333333333
"190",0.1
"191",0.133333333333333
"192",0.233333333333333
"193",0.166666666666667
"194",0.1
"195",0.2
"196",0.233333333333333
"197",0.2
"198",0.2
"199",0.266666666666667
"200",0.133333333333333
"201",0.166666666666667
"202",0.166666666666667
"203",0.233333333333333
"204",0.2
"205",0.133333333333333
"206",0.233333333333333
"207",0.1
"208",0.133333333333333
"209",0.233333333333333
"210",0.0666666666666667
"211",0.1
"212",0.2
"213",0.1
"214",0.266666666666667
"215",0.1
"216",0.166666666666667
"217",0.166666666666667
"218",0.2
"219",0.0666666666666667
"220",0.0666666666666667
"221",0.266666666666667
"222",0.2
"223",0.0666666666666667
"224",0.233333333333333
"225",0.1
"226",0.166666666666667
"227",0.3
"228",0.2
"229",0.166666666666667
"230",0.1
"231",0.2
"232",0.233333333333333
"233",0.166666666666667
"234",0.133333333333333
"235",0.2
"236",0.166666666666667
"237",0.133333333333333
"238",0.2
"239",0.1
"240",0.266666666666667
"241",0.166666666666667
"242",0.133333333333333
"243",0.1
"244",0.2
"245",0.166666666666667
"246",0.266666666666667
"247",0.166666666666667
"248",0.2
"249",0.333333333333333
"250",0.133333333333333
"251",0.0666666666666667
"252",0.133333333333333
"253",0.133333333333333
"254",0.233333333333333
"255",0.0333333333333333
"256",0.133333333333333
"257",0.266666666666667
"258",0.166666666666667
"259",0.233333333333333
"260",0.2
"261",0.133333333333333
"262",0.1
"263",0.166666666666667
"264",0.166666666666667
"265",0.2
"266",0.2
"267",0.0666666666666667
"268",0.233333333333333
"269",0.0666666666666667
"270",0.2
"271",0.0666666666666667
"272",0.133333333333333
"273",0.233333333333333
"274",0.1
"275",0.133333333333333
"276",0.133333333333333
"277",0.133333333333333
"278",0.133333333333333
"279",0.133333333333333
"280",0.233333333333333
"281",0.166666666666667
"282",0.233333333333333
"283",0.133333333333333
"284",0.133333333333333
"285",0.2
"286",0.233333333333333
"287",0.233333333333333
"288",0.1
"289",0.133333333333333
"290",0.2
"291",0.133333333333333
"292",0.0333333333333333
"293",0.0666666666666667
"294",0.166666666666667
"295",0.166666666666667
"296",0.2
"297",0.1
"298",0.166666666666667
"299",0.1
"300",0.233333333333333
"301",0.133333333333333
"302",0.3
"303",0.1
"304",0.2
"305",0.1
"306",0.133333333333333
"307",0.1
"308",0.133333333333333
"309",0.233333333333333
"310",0.2
"311",0.1
"312",0.233333333333333
"313",0.2
"314",0.133333333333333
"315",0.166666666666667
"316",0.266666666666667
"317",0.1
"318",0.1
"319",0.2
"320",0.166666666666667
"321",0.2
"322",0.0333333333333333
"323",0.3
"324",0.0666666666666667
"325",0.233333333333333
"326",0.1
"327",0.0666666666666667
"328",0.1
"329",0.133333333333333
"330",0.1
"331",0.266666666666667
"332",0.166666666666667
"333",0.1
"334",0.133333333333333
"335",0.166666666666667
"336",0.166666666666667
"337",0.2
"338",0.233333333333333
"339",0.2
"340",0.133333333333333
"341",0.166666666666667
"342",0.133333333333333
"343",0.1
"344",0.133333333333333
"345",0.1
"346",0.0666666666666667
"347",0.133333333333333
"348",0.166666666666667
"349",0.0666666666666667
"350",0.133333333333333
"351",0.1
"352",0.266666666666667
"353",0.1
"354",0.2
"355",0.166666666666667
"356",0.133333333333333
"357",0.133333333333333
"358",0.0333333333333333
"359",0.0333333333333333
"360",0.133333333333333
"361",0.233333333333333
"362",0.1
"363",0.133333333333333
"364",0.2
"365",0.0666666666666667
"366",0.2
"367",0.166666666666667
"368",0.0666666666666667
"369",0.2
"370",0.233333333333333
"371",0.133333333333333
"372",0.233333333333333
"373",0.1
"374",0.266666666666667
"375",0.2
"376",0.166666666666667
"377",0.233333333333333
"378",0.133333333333333
"379",0.166666666666667
"380",0.166666666666667
"381",0.3
"382",0.0666666666666667
"383",0.1
"384",0.166666666666667
"385",0.2
"386",0.1
"387",0.133333333333333
"388",0.1
"389",0.2
"390",0.3
"391",0.133333333333333
"392",0.0666666666666667
"393",0.166666666666667
"394",0.233333333333333
"395",0.166666666666667
"396",0.133333333333333
"397",0.1
"398",0.233333333333333
"399",0.2
"400",0.266666666666667
"401",0.2
"402",0.166666666666667
"403",0.266666666666667
"404",0.1
"405",0.2
"406",0.233333333333333
"407",0.133333333333333
"408",0.166666666666667
"409",0.0666666666666667
"410",0.1
"411",0.2
